MA_ID,GmbH,Alter,Dienstjahre,Brutto_Monat,Skill_Index,Montan,Status_Logik,Individuelle_Kosten
1590,Stahl_Produktion_GmbH,49,38,4378.38,0.31,True,TG_Potential,249567.66
1591,Stahl_Produktion_GmbH,57,31,5874.82,0.22,True,TG_Potential,273179.13
1592,Stahl_Produktion_GmbH,58,26,6217.21,0.26,True,TG_Potential,242471.19
1593,Stahl_Produktion_GmbH,60,19,5488.38,0.31,True,Exklusion_Vorruhestand,156418.83
1594,Stahl_Produktion_GmbH,51,35,5450.01,0.42,True,TG_Potential,286125.53
1595,Stahl_Produktion_GmbH,62,37,5247.09,0.46,True,Exklusion_Vorruhestand,291213.49
1596,Stahl_Produktion_GmbH,52,31,5678.82,0.44,True,TG_Potential,264065.13
1597,Stahl_Produktion_GmbH,46,15,6907.56,0.55,True,TG_Potential,155420.10
1598,Stahl_Produktion_GmbH,62,39,7211.38,0.35,True,Exklusion_Vorruhestand,421865.73
1599,Stahl_Produktion_GmbH,53,29,5098.08,0.46,True,TG_Potential,221766.48
1600,Stahl_Produktion_GmbH,61,38,6822.21,0.45,True,Exklusion_Vorruhestand,388865.97
1601,Stahl_Produktion_GmbH,51,26,3872.92,0.25,True,TG_Potential,151043.88
1602,Stahl_Produktion_GmbH,45,29,3913.54,0.54,True,TG_Potential,170238.99
1603,Stahl_Produktion_GmbH,62,31,4601.00,0.54,True,Exklusion_Vorruhestand,213946.50
1604,Stahl_Produktion_GmbH,49,28,4601.10,0.38,True,TG_Potential,193246.20
1605,Stahl_Produktion_GmbH,62,31,5325.30,0.26,True,Exklusion_Vorruhestand,247626.45
1606,Stahl_Produktion_GmbH,59,29,7224.21,0.56,True,TG_Potential,314253.14
1607,Stahl_Produktion_GmbH,60,18,4488.40,0.57,True,Exklusion_Vorruhestand,121186.80
1608,Stahl_Produktion_GmbH,50,19,7166.13,0.60,True,TG_Potential,204234.71
1609,Stahl_Produktion_GmbH,56,18,7032.36,0.32,True,TG_Potential,189873.72
1610,Stahl_Produktion_GmbH,47,24,4556.37,0.48,True,TG_Potential,164029.32
1611,Stahl_Produktion_GmbH,49,35,3866.78,0.37,True,TG_Potential,203005.95
1612,Stahl_Produktion_GmbH,57,24,6144.92,0.50,True,TG_Potential,221217.12
1613,Stahl_Produktion_GmbH,46,21,4261.04,0.39,True,TG_Potential,134222.76
1614,Stahl_Produktion_GmbH,53,31,3895.63,0.26,True,TG_Potential,181146.79
1615,Stahl_Produktion_GmbH,46,19,4811.40,0.49,True,TG_Potential,137124.90
1616,Stahl_Produktion_GmbH,58,19,5342.67,0.24,True,TG_Potential,152266.10
1617,Stahl_Produktion_GmbH,45,29,4859.30,0.57,True,TG_Potential,211379.55
1618,Stahl_Produktion_GmbH,46,15,6167.92,0.57,True,TG_Potential,138778.20
1619,Stahl_Produktion_GmbH,64,20,7401.08,0.36,True,Exklusion_Vorruhestand,222032.40
1620,Stahl_Produktion_GmbH,60,27,6229.32,0.32,True,Exklusion_Vorruhestand,252287.46
1621,Stahl_Produktion_GmbH,56,26,3863.45,0.47,True,TG_Potential,150674.55
1622,Stahl_Produktion_GmbH,46,15,7618.24,0.29,True,TG_Potential,171410.40
1623,Stahl_Produktion_GmbH,52,16,5855.04,0.48,True,TG_Potential,140520.96
1624,Stahl_Produktion_GmbH,63,27,4184.29,0.44,True,Exklusion_Vorruhestand,169463.74
1625,Stahl_Produktion_GmbH,51,35,4149.68,0.46,True,TG_Potential,217858.20
1626,Stahl_Produktion_GmbH,54,34,4948.45,0.23,True,TG_Potential,252370.95
1627,Stahl_Produktion_GmbH,63,19,5542.13,0.50,True,Exklusion_Vorruhestand,157950.71
1628,Stahl_Produktion_GmbH,58,28,4897.35,0.29,True,TG_Potential,205688.70
1629,Stahl_Produktion_GmbH,52,26,5244.76,0.51,True,TG_Potential,204545.64
1630,Stahl_Produktion_GmbH,46,18,5354.53,0.51,True,TG_Potential,144572.31
1631,Stahl_Produktion_GmbH,46,21,7187.32,0.29,True,TG_Potential,226400.58
1632,Stahl_Produktion_GmbH,51,21,6669.38,0.31,True,TG_Potential,210085.47
1633,Stahl_Produktion_GmbH,49,25,5757.31,0.22,True,TG_Potential,215899.13
1634,Stahl_Produktion_GmbH,59,21,4770.91,0.52,True,TG_Potential,150283.67
1635,Stahl_Produktion_GmbH,56,23,6793.82,0.44,True,TG_Potential,234386.79
1636,Stahl_Produktion_GmbH,64,34,6600.90,0.26,True,Exklusion_Vorruhestand,336645.90
1637,Stahl_Produktion_GmbH,64,38,6425.75,0.44,True,Exklusion_Vorruhestand,366267.75
1638,Stahl_Produktion_GmbH,63,36,4783.16,0.57,True,Exklusion_Vorruhestand,258290.64
1639,Stahl_Produktion_GmbH,52,18,4848.80,0.60,True,TG_Potential,130917.60
1640,Stahl_Produktion_GmbH,47,19,7300.35,0.48,True,TG_Potential,208059.97
1641,Stahl_Produktion_GmbH,52,36,3994.03,0.31,True,TG_Potential,215677.62
1642,Stahl_Produktion_GmbH,63,31,4555.84,0.43,True,Exklusion_Vorruhestand,211846.56
1643,Stahl_Produktion_GmbH,46,20,7069.00,0.36,True,TG_Potential,212070.00
1644,Stahl_Produktion_GmbH,45,25,5595.36,0.41,True,TG_Potential,209826.00
1645,Stahl_Produktion_GmbH,50,30,4517.89,0.34,True,TG_Potential,203305.05
1646,Stahl_Produktion_GmbH,55,33,5051.67,0.49,True,TG_Potential,250057.67
1647,Stahl_Produktion_GmbH,58,16,7164.46,0.41,True,TG_Potential,171947.04
1648,Stahl_Produktion_GmbH,53,27,7035.32,0.48,True,TG_Potential,284930.46
1649,Stahl_Produktion_GmbH,47,38,7138.47,0.34,True,TG_Potential,406892.79
1650,Stahl_Produktion_GmbH,49,24,5192.22,0.34,True,TG_Potential,186919.92
1651,Stahl_Produktion_GmbH,50,39,6828.88,0.41,True,TG_Potential,399489.48
1652,Stahl_Produktion_GmbH,49,29,6108.56,0.54,True,TG_Potential,265722.36
1653,Stahl_Produktion_GmbH,53,30,7212.25,0.56,True,TG_Potential,324551.25
1654,Stahl_Produktion_GmbH,56,22,7713.25,0.30,True,TG_Potential,254537.25
1655,Stahl_Produktion_GmbH,56,23,7796.95,0.39,True,TG_Potential,268994.78
1656,Stahl_Produktion_GmbH,64,18,7571.16,0.56,True,Exklusion_Vorruhestand,204421.32
1657,Stahl_Produktion_GmbH,54,39,7146.09,0.45,True,TG_Potential,418046.27
1658,Stahl_Produktion_GmbH,47,32,4207.19,0.51,True,TG_Potential,201945.12
1659,Stahl_Produktion_GmbH,46,22,4028.37,0.45,True,TG_Potential,132936.21
1660,Stahl_Produktion_GmbH,64,39,5354.77,0.48,True,Exklusion_Vorruhestand,313254.05
1661,Stahl_Produktion_GmbH,46,27,4190.14,0.55,True,TG_Potential,169700.67
1662,Stahl_Produktion_GmbH,61,15,6315.13,0.29,True,Exklusion_Vorruhestand,142090.42
1663,Stahl_Produktion_GmbH,56,26,5354.16,0.32,True,TG_Potential,208812.24
1664,Stahl_Produktion_GmbH,59,33,7365.63,0.43,True,TG_Potential,364598.68
1665,Stahl_Produktion_GmbH,45,19,6247.35,0.55,True,TG_Potential,178049.48
1666,Stahl_Produktion_GmbH,47,22,5973.39,0.54,True,TG_Potential,197121.87
1667,Stahl_Produktion_GmbH,59,33,6659.08,0.50,True,TG_Potential,329624.46
1668,Stahl_Produktion_GmbH,45,24,6612.71,0.27,True,TG_Potential,238057.56
1669,Stahl_Produktion_GmbH,49,32,7415.48,0.33,True,TG_Potential,355943.04
1670,Stahl_Produktion_GmbH,54,22,7511.14,0.22,True,TG_Potential,247867.62
1671,Stahl_Produktion_GmbH,54,29,6326.95,0.31,True,TG_Potential,275222.32
1672,Stahl_Produktion_GmbH,46,24,4317.47,0.40,True,TG_Potential,155428.92
1673,Stahl_Produktion_GmbH,49,38,6166.95,0.27,True,TG_Potential,351516.15
1674,Stahl_Produktion_GmbH,48,29,6083.66,0.29,True,TG_Potential,264639.21
1675,Stahl_Produktion_GmbH,56,35,5669.40,0.39,True,TG_Potential,297643.50
1676,Stahl_Produktion_GmbH,57,27,3843.07,0.20,True,TG_Potential,155644.33
1677,Stahl_Produktion_GmbH,50,20,6431.25,0.22,True,TG_Potential,192937.50
1678,Stahl_Produktion_GmbH,58,27,4878.13,0.21,True,TG_Potential,197564.27
1679,Stahl_Produktion_GmbH,64,20,6653.53,0.23,True,Exklusion_Vorruhestand,199605.90
1680,Stahl_Produktion_GmbH,45,24,6026.72,0.48,True,TG_Potential,216961.92
1681,Stahl_Produktion_GmbH,56,27,4756.55,0.50,True,TG_Potential,192640.28
1682,Stahl_Produktion_GmbH,46,17,5838.25,0.29,True,TG_Potential,148875.38
1683,Stahl_Produktion_GmbH,57,36,7277.58,0.39,True,TG_Potential,392989.32
1684,Stahl_Produktion_GmbH,53,36,3989.40,0.52,True,TG_Potential,215427.60
1685,Stahl_Produktion_GmbH,53,30,6441.20,0.59,True,TG_Potential,289854.00
1686,Stahl_Produktion_GmbH,59,21,6709.58,0.30,True,TG_Potential,211351.77
1687,Stahl_Produktion_GmbH,56,24,6559.29,0.47,True,TG_Potential,236134.44
1688,Stahl_Produktion_GmbH,61,24,6023.25,0.20,True,Exklusion_Vorruhestand,216837.00
1689,Stahl_Produktion_GmbH,64,24,6139.38,0.23,True,Exklusion_Vorruhestand,221017.68
1690,Stahl_Produktion_GmbH,55,37,5200.67,0.51,True,TG_Potential,288637.18
1691,Stahl_Produktion_GmbH,46,28,4710.40,0.39,True,TG_Potential,197836.80
1692,Stahl_Produktion_GmbH,56,33,6868.61,0.48,True,TG_Potential,339996.19
1693,Stahl_Produktion_GmbH,48,16,5567.26,0.38,True,TG_Potential,133614.24
1694,Stahl_Produktion_GmbH,60,36,6925.61,0.47,True,Exklusion_Vorruhestand,373982.94
1695,Stahl_Produktion_GmbH,47,31,4911.48,0.31,True,TG_Potential,228383.82
1696,Stahl_Produktion_GmbH,47,32,5728.37,0.37,True,TG_Potential,274961.76
1697,Stahl_Produktion_GmbH,57,19,5425.06,0.28,True,TG_Potential,154614.21
1698,Stahl_Produktion_GmbH,45,25,4570.72,0.48,True,TG_Potential,171402.00
1699,Stahl_Produktion_GmbH,58,29,5667.80,0.25,True,TG_Potential,246549.30
1700,Stahl_Produktion_GmbH,51,39,4906.60,0.24,True,TG_Potential,287036.10
1701,Stahl_Produktion_GmbH,62,32,6888.72,0.38,True,Exklusion_Vorruhestand,330658.56
1702,Stahl_Produktion_GmbH,46,29,5803.95,0.54,True,TG_Potential,252471.82
1703,Stahl_Produktion_GmbH,61,32,3817.81,0.50,True,Exklusion_Vorruhestand,183254.88
1704,Stahl_Produktion_GmbH,57,27,6077.76,0.35,True,TG_Potential,246149.28
1705,Stahl_Produktion_GmbH,61,21,6832.93,0.27,True,Exklusion_Vorruhestand,215237.29
1706,Stahl_Produktion_GmbH,55,24,4200.65,0.43,True,TG_Potential,151223.40
1707,Stahl_Produktion_GmbH,63,23,5972.06,0.46,True,Exklusion_Vorruhestand,206036.07
1708,Stahl_Produktion_GmbH,59,22,6425.43,0.26,True,TG_Potential,212039.19
1709,Stahl_Produktion_GmbH,48,15,5555.17,0.48,True,TG_Potential,124991.33
1710,Stahl_Produktion_GmbH,49,27,5723.59,0.20,True,TG_Potential,231805.39
1711,Stahl_Produktion_GmbH,54,38,6648.98,0.26,True,TG_Potential,378991.86
1712,Stahl_Produktion_GmbH,48,32,6966.50,0.34,True,TG_Potential,334392.00
1713,Stahl_Produktion_GmbH,57,20,4581.80,0.52,True,TG_Potential,137454.00
1714,Stahl_Produktion_GmbH,64,20,7154.18,0.23,True,Exklusion_Vorruhestand,214625.40
1715,Stahl_Produktion_GmbH,64,33,6718.82,0.48,True,Exklusion_Vorruhestand,332581.59
1716,Stahl_Produktion_GmbH,55,20,4804.23,0.31,True,TG_Potential,144126.90
1717,Stahl_Produktion_GmbH,50,28,4973.67,0.34,True,TG_Potential,208894.14
1718,Stahl_Produktion_GmbH,62,39,4348.44,0.57,True,Exklusion_Vorruhestand,254383.74
1719,Stahl_Produktion_GmbH,50,30,6495.02,0.39,True,TG_Potential,292275.90
1720,Stahl_Produktion_GmbH,57,20,5262.60,0.47,True,TG_Potential,157878.00
1721,Stahl_Produktion_GmbH,52,38,4983.21,0.55,True,TG_Potential,284042.97
1722,Stahl_Produktion_GmbH,51,23,7311.54,0.48,True,TG_Potential,252248.13
1723,Stahl_Produktion_GmbH,62,24,4977.87,0.30,True,Exklusion_Vorruhestand,179203.32
1724,Stahl_Produktion_GmbH,58,35,5524.20,0.41,True,TG_Potential,290020.50
1725,Stahl_Produktion_GmbH,53,21,7749.59,0.36,True,TG_Potential,244112.09
1726,Stahl_Produktion_GmbH,57,21,6376.56,0.42,True,TG_Potential,200861.64
1727,Stahl_Produktion_GmbH,58,37,6202.33,0.59,True,TG_Potential,344229.32
1728,Stahl_Produktion_GmbH,57,38,6786.88,0.59,True,TG_Potential,386852.16
1729,Stahl_Produktion_GmbH,57,16,5391.67,0.45,True,TG_Potential,129400.08
1730,Stahl_Produktion_GmbH,48,32,6439.95,0.55,True,TG_Potential,309117.60
1731,Stahl_Produktion_GmbH,50,18,4774.68,0.44,True,TG_Potential,128916.36
1732,Stahl_Produktion_GmbH,54,18,7653.19,0.22,True,TG_Potential,206636.13
1733,Stahl_Produktion_GmbH,48,38,5724.49,0.25,True,TG_Potential,326295.93
1734,Stahl_Produktion_GmbH,63,38,7487.51,0.57,True,Exklusion_Vorruhestand,426788.07
1735,Stahl_Produktion_GmbH,60,27,6253.59,0.32,True,Exklusion_Vorruhestand,253270.39
1736,Stahl_Produktion_GmbH,57,35,7794.14,0.48,True,TG_Potential,409192.35
1737,Stahl_Produktion_GmbH,55,37,6101.26,0.47,True,TG_Potential,338619.93
1738,Stahl_Produktion_GmbH,61,15,7404.54,0.47,True,Exklusion_Vorruhestand,166602.15
1739,Stahl_Produktion_GmbH,47,24,7192.82,0.32,True,TG_Potential,258941.52
1740,Stahl_Produktion_GmbH,50,37,6640.91,0.31,True,TG_Potential,368570.51
1741,Stahl_Produktion_GmbH,64,21,6495.36,0.38,True,Exklusion_Vorruhestand,204603.84
1742,Stahl_Produktion_GmbH,62,31,5286.62,0.48,True,Exklusion_Vorruhestand,245827.83
1743,Stahl_Produktion_GmbH,47,18,4740.68,0.58,True,TG_Potential,127998.36
1744,Stahl_Produktion_GmbH,45,37,4174.58,0.43,True,TG_Potential,231689.19
1745,Stahl_Produktion_GmbH,47,36,4349.11,0.30,True,TG_Potential,234851.94
1746,Stahl_Produktion_GmbH,58,18,4411.37,0.29,True,TG_Potential,119106.99
1747,Stahl_Produktion_GmbH,47,15,7636.22,0.38,True,TG_Potential,171814.95
1748,Stahl_Produktion_GmbH,63,15,6329.58,0.57,True,Exklusion_Vorruhestand,142415.55
1749,Stahl_Produktion_GmbH,57,28,4300.07,0.25,True,TG_Potential,180602.94
1750,Stahl_Produktion_GmbH,45,16,3849.41,0.59,True,TG_Potential,92385.84
1751,Stahl_Produktion_GmbH,58,31,6869.49,0.50,True,TG_Potential,319431.29
1752,Stahl_Produktion_GmbH,52,33,5291.92,0.28,True,TG_Potential,261950.04
1753,Stahl_Produktion_GmbH,58,33,3846.46,0.40,True,TG_Potential,190399.77
1754,Stahl_Produktion_GmbH,54,32,7679.12,0.59,True,TG_Potential,368597.76
1755,Stahl_Produktion_GmbH,53,21,3899.83,0.37,True,TG_Potential,122844.64
1756,Stahl_Produktion_GmbH,62,22,4119.84,0.33,True,Exklusion_Vorruhestand,135954.72
1757,Stahl_Produktion_GmbH,49,36,4934.81,0.49,True,TG_Potential,266479.74
1758,Stahl_Produktion_GmbH,49,33,6060.83,0.45,True,TG_Potential,300011.08
1759,Stahl_Produktion_GmbH,62,34,4172.52,0.40,True,Exklusion_Vorruhestand,212798.52
1760,Stahl_Produktion_GmbH,46,22,4343.17,0.58,True,TG_Potential,143324.61
1761,Stahl_Produktion_GmbH,61,28,4535.77,0.37,True,Exklusion_Vorruhestand,190502.34
1762,Stahl_Produktion_GmbH,50,28,5172.81,0.21,True,TG_Potential,217258.02
1763,Stahl_Produktion_GmbH,60,39,5749.42,0.59,True,Exklusion_Vorruhestand,336341.07
1764,Stahl_Produktion_GmbH,62,16,6046.04,0.46,True,Exklusion_Vorruhestand,145104.96
1765,Stahl_Produktion_GmbH,53,17,5246.82,0.39,True,TG_Potential,133793.91
1766,Stahl_Produktion_GmbH,64,32,5903.99,0.47,True,Exklusion_Vorruhestand,283391.52
1767,Stahl_Produktion_GmbH,46,36,4897.16,0.23,True,TG_Potential,264446.64
1768,Stahl_Produktion_GmbH,59,17,7423.98,0.45,True,TG_Potential,189311.49
1769,Stahl_Produktion_GmbH,61,30,6402.95,0.48,True,Exklusion_Vorruhestand,288132.75
1770,Stahl_Produktion_GmbH,57,37,7142.72,0.28,True,TG_Potential,396420.96
1771,Stahl_Produktion_GmbH,59,16,4274.13,0.60,True,TG_Potential,102579.12
1772,Stahl_Produktion_GmbH,52,23,4762.58,0.42,True,TG_Potential,164309.01
1773,Stahl_Produktion_GmbH,62,27,6341.53,0.40,True,Exklusion_Vorruhestand,256831.96
1774,Stahl_Produktion_GmbH,49,38,7105.20,0.45,True,TG_Potential,404996.40
1775,Stahl_Produktion_GmbH,61,39,5436.32,0.31,True,Exklusion_Vorruhestand,318024.72
1776,Stahl_Produktion_GmbH,57,34,6826.20,0.25,True,TG_Potential,348136.20
1777,Stahl_Produktion_GmbH,58,32,5818.20,0.39,True,TG_Potential,279273.60
1778,Stahl_Produktion_GmbH,58,27,6352.08,0.22,True,TG_Potential,257259.24
1779,Stahl_Produktion_GmbH,46,27,7297.35,0.26,True,TG_Potential,295542.68
1780,Stahl_Produktion_GmbH,53,34,4688.94,0.38,True,TG_Potential,239135.94
1781,Stahl_Produktion_GmbH,59,23,7221.83,0.33,True,TG_Potential,249153.14
1782,Stahl_Produktion_GmbH,50,20,7713.53,0.24,True,TG_Potential,231405.90
1783,Stahl_Produktion_GmbH,63,28,7471.22,0.56,True,Exklusion_Vorruhestand,313791.24
1784,Stahl_Produktion_GmbH,48,22,7342.16,0.58,True,TG_Potential,242291.28
1785,Stahl_Produktion_GmbH,47,29,6604.44,0.55,True,TG_Potential,287293.14
1786,Stahl_Produktion_GmbH,59,35,6076.70,0.21,True,TG_Potential,319026.75
1787,Stahl_Produktion_GmbH,46,28,7141.01,0.45,True,TG_Potential,299922.42
1788,Stahl_Produktion_GmbH,50,21,7276.91,0.48,True,TG_Potential,229222.66
1789,Stahl_Produktion_GmbH,49,29,7592.05,0.46,True,TG_Potential,330254.18
1790,Stahl_Produktion_GmbH,61,24,5567.79,0.42,True,Exklusion_Vorruhestand,200440.44
1791,Stahl_Produktion_GmbH,62,21,5091.61,0.30,True,Exklusion_Vorruhestand,160385.71
1792,Stahl_Produktion_GmbH,61,15,4400.64,0.27,True,Exklusion_Vorruhestand,99014.40
1793,Stahl_Produktion_GmbH,62,18,4512.36,0.46,True,Exklusion_Vorruhestand,121833.72
1794,Stahl_Produktion_GmbH,54,15,4054.44,0.31,True,TG_Potential,91224.90
1795,Stahl_Produktion_GmbH,51,17,6318.74,0.57,True,TG_Potential,161127.87
1796,Stahl_Produktion_GmbH,64,18,6980.46,0.46,True,Exklusion_Vorruhestand,188472.42
1797,Stahl_Produktion_GmbH,62,27,5621.79,0.48,True,Exklusion_Vorruhestand,227682.49
1798,Stahl_Produktion_GmbH,55,23,5755.74,0.50,True,TG_Potential,198573.03
1799,Stahl_Produktion_GmbH,49,24,5677.90,0.24,True,TG_Potential,204404.40
1800,Stahl_Produktion_GmbH,48,22,6112.86,0.49,True,TG_Potential,201724.38
1801,Stahl_Produktion_GmbH,56,19,3952.26,0.20,True,TG_Potential,112639.41
1802,Stahl_Produktion_GmbH,50,30,5214.08,0.50,True,TG_Potential,234633.60
1803,Stahl_Produktion_GmbH,53,30,5644.12,0.42,True,TG_Potential,253985.40
1804,Stahl_Produktion_GmbH,51,18,4167.99,0.24,True,TG_Potential,112535.73
1805,Stahl_Produktion_GmbH,50,22,5989.68,0.29,True,TG_Potential,197659.44
1806,Stahl_Produktion_GmbH,45,20,7134.34,0.40,True,TG_Potential,214030.20
1807,Stahl_Produktion_GmbH,64,31,4589.49,0.31,True,Exklusion_Vorruhestand,213411.29
1808,Stahl_Produktion_GmbH,60,15,5686.17,0.21,True,Exklusion_Vorruhestand,127938.83
1809,Stahl_Produktion_GmbH,47,25,6469.94,0.39,True,TG_Potential,242622.75
1810,Stahl_Produktion_GmbH,60,28,6710.46,0.45,True,Exklusion_Vorruhestand,281839.32
1811,Stahl_Produktion_GmbH,61,16,5849.81,0.23,True,Exklusion_Vorruhestand,140395.44
1812,Stahl_Produktion_GmbH,56,15,5686.86,0.45,True,TG_Potential,127954.35
1813,Stahl_Produktion_GmbH,63,21,4466.13,0.22,True,Exklusion_Vorruhestand,140683.10
1814,Stahl_Produktion_GmbH,49,33,3852.67,0.41,True,TG_Potential,190707.17
1815,Stahl_Produktion_GmbH,48,27,5701.59,0.45,True,TG_Potential,230914.39
1816,Stahl_Produktion_GmbH,45,20,5360.59,0.42,True,TG_Potential,160817.70
1817,Stahl_Produktion_GmbH,52,34,5531.72,0.56,True,TG_Potential,282117.72
1818,Stahl_Produktion_GmbH,47,15,6871.82,0.43,True,TG_Potential,154615.95
1819,Stahl_Produktion_GmbH,47,30,4229.51,0.60,True,TG_Potential,190327.95
1820,Stahl_Produktion_GmbH,53,28,6219.81,0.37,True,TG_Potential,261232.02
1821,Stahl_Produktion_GmbH,55,22,6311.63,0.54,True,TG_Potential,208283.79
1822,Stahl_Produktion_GmbH,60,22,5008.67,0.48,True,Exklusion_Vorruhestand,165286.11
1823,Stahl_Produktion_GmbH,46,29,6858.93,0.40,True,TG_Potential,298363.46
1824,Stahl_Produktion_GmbH,49,22,5290.28,0.33,True,TG_Potential,174579.24
1825,Stahl_Produktion_GmbH,61,37,6962.19,0.20,True,Exklusion_Vorruhestand,386401.54
1826,Stahl_Produktion_GmbH,47,18,5651.57,0.25,True,TG_Potential,152592.39
1827,Stahl_Produktion_GmbH,52,17,5656.57,0.32,True,TG_Potential,144242.54
1828,Stahl_Produktion_GmbH,62,24,3873.73,0.27,True,Exklusion_Vorruhestand,139454.28
1829,Stahl_Produktion_GmbH,49,26,6754.28,0.29,True,TG_Potential,263416.92
1830,Stahl_Produktion_GmbH,52,20,6691.03,0.37,True,TG_Potential,200730.90
1831,Stahl_Produktion_GmbH,64,37,4092.50,0.38,True,Exklusion_Vorruhestand,227133.75
1832,Stahl_Produktion_GmbH,50,20,5342.19,0.51,True,TG_Potential,160265.70
1833,Stahl_Produktion_GmbH,53,28,7629.09,0.51,True,TG_Potential,320421.78
1834,Stahl_Produktion_GmbH,46,30,6230.92,0.40,True,TG_Potential,280391.40
1835,Stahl_Produktion_GmbH,48,29,7275.45,0.22,True,TG_Potential,316482.07
1836,Stahl_Produktion_GmbH,64,39,7752.38,0.46,True,Exklusion_Vorruhestand,453514.23
1837,Stahl_Produktion_GmbH,53,37,4778.04,0.60,True,TG_Potential,265181.22
1838,Stahl_Produktion_GmbH,57,19,4520.13,0.47,True,TG_Potential,128823.71
1839,Stahl_Produktion_GmbH,57,36,6524.67,0.59,True,TG_Potential,352332.18
1840,Stahl_Produktion_GmbH,60,37,4986.45,0.58,True,Exklusion_Vorruhestand,276747.97
1841,Stahl_Produktion_GmbH,55,34,4504.05,0.23,True,TG_Potential,229706.55
1842,Stahl_Produktion_GmbH,46,30,4497.26,0.30,True,TG_Potential,202376.70
1843,Stahl_Produktion_GmbH,54,36,5770.58,0.25,True,TG_Potential,311611.32
1844,Stahl_Produktion_GmbH,47,28,6725.60,0.29,True,TG_Potential,282475.20
1845,Stahl_Produktion_GmbH,59,25,6562.58,0.34,True,TG_Potential,246096.75
1846,Stahl_Produktion_GmbH,55,23,4514.01,0.58,True,TG_Potential,155733.35
1847,Stahl_Produktion_GmbH,61,18,5317.82,0.37,True,Exklusion_Vorruhestand,143581.14
1848,Stahl_Produktion_GmbH,49,25,6700.96,0.55,True,TG_Potential,251286.00
1849,Stahl_Produktion_GmbH,58,27,6301.62,0.39,True,TG_Potential,255215.61
1850,Stahl_Produktion_GmbH,47,24,5749.95,0.22,True,TG_Potential,206998.20
1851,Stahl_Produktion_GmbH,45,28,7454.03,0.41,True,TG_Potential,313069.26
1852,Stahl_Produktion_GmbH,58,22,3859.43,0.47,True,TG_Potential,127361.19
1853,Stahl_Produktion_GmbH,54,32,7591.12,0.54,True,TG_Potential,364373.76
1854,Stahl_Produktion_GmbH,50,23,5991.91,0.57,True,TG_Potential,206720.89
1855,Stahl_Produktion_GmbH,57,28,5416.53,0.50,True,TG_Potential,227494.26
1856,Stahl_Produktion_GmbH,53,37,7312.32,0.33,True,TG_Potential,405833.76
1857,Stahl_Produktion_GmbH,48,25,7600.43,0.56,True,TG_Potential,285016.13
1858,Stahl_Produktion_GmbH,63,34,7272.28,0.41,True,Exklusion_Vorruhestand,370886.28
1859,Stahl_Produktion_GmbH,53,35,6344.70,0.56,True,TG_Potential,333096.75
1860,Stahl_Produktion_GmbH,49,29,7697.43,0.42,True,TG_Potential,334838.21
1861,Stahl_Produktion_GmbH,49,20,5191.59,0.45,True,TG_Potential,155747.70
1862,Stahl_Produktion_GmbH,61,26,4413.83,0.38,True,Exklusion_Vorruhestand,172139.37
1863,Stahl_Produktion_GmbH,47,31,5015.40,0.54,True,TG_Potential,233216.10
1864,Stahl_Produktion_GmbH,46,19,4281.35,0.47,True,TG_Potential,122018.48
1865,Stahl_Produktion_GmbH,53,19,6254.85,0.36,True,TG_Potential,178263.23
1866,Stahl_Produktion_GmbH,46,25,7537.23,0.57,True,TG_Potential,282646.13
1867,Stahl_Produktion_GmbH,64,20,5990.15,0.23,True,Exklusion_Vorruhestand,179704.50
1868,Stahl_Produktion_GmbH,54,26,7551.88,0.46,True,TG_Potential,294523.32
1869,Stahl_Produktion_GmbH,56,27,6469.78,0.48,True,TG_Potential,262026.09
1870,Stahl_Produktion_GmbH,61,18,3840.10,0.57,True,Exklusion_Vorruhestand,103682.70
1871,Stahl_Produktion_GmbH,55,18,6455.58,0.20,True,TG_Potential,174300.66
1872,Stahl_Produktion_GmbH,64,31,5551.96,0.42,True,Exklusion_Vorruhestand,258166.14
1873,Stahl_Produktion_GmbH,62,34,4521.61,0.43,True,Exklusion_Vorruhestand,230602.11
1874,Stahl_Produktion_GmbH,47,22,6592.81,0.49,True,TG_Potential,217562.73
1875,Stahl_Produktion_GmbH,48,18,7238.69,0.45,True,TG_Potential,195444.63
1876,Stahl_Produktion_GmbH,47,15,5840.39,0.50,True,TG_Potential,131408.78
1877,Stahl_Produktion_GmbH,51,30,4052.77,0.48,True,TG_Potential,182374.65
1878,Stahl_Produktion_GmbH,56,35,6311.29,0.33,True,TG_Potential,331342.72
1879,Stahl_Produktion_GmbH,53,18,7665.40,0.44,True,TG_Potential,206965.80
1880,Stahl_Produktion_GmbH,53,37,5522.04,0.57,True,TG_Potential,306473.22
1881,Stahl_Produktion_GmbH,60,20,4335.78,0.45,True,Exklusion_Vorruhestand,130073.40
1882,Stahl_Produktion_GmbH,49,20,5123.43,0.32,True,TG_Potential,153702.90
1883,Stahl_Produktion_GmbH,56,15,4598.27,0.35,True,TG_Potential,103461.08
1884,Stahl_Produktion_GmbH,53,19,6696.65,0.23,True,TG_Potential,190854.52
1885,Stahl_Produktion_GmbH,46,24,7006.06,0.32,True,TG_Potential,252218.16
1886,Stahl_Produktion_GmbH,55,22,6060.89,0.46,True,TG_Potential,200009.37
1887,Stahl_Produktion_GmbH,57,20,3874.58,0.48,True,TG_Potential,116237.40
